       93	2023-07-31 05:23:04	19	0	1	0
       93	2023-07-31 05:23:05	19	0	1	0
       93	2023-07-31 05:23:07	19	0	1	0
     1062	2023-07-31 05:34:47	19	0	1	0
     1062	2023-07-31 05:34:49	19	0	1	0
     2080	2023-07-31 05:38:25	19	0	1	0
     2080	2023-07-31 05:38:27	19	0	1	0
     1066	2023-07-31 05:48:00	19	0	1	0
     1066	2023-07-31 05:48:02	19	0	1	0
     2050	2023-07-31 05:48:51	19	0	1	0
     2050	2023-07-31 05:48:52	19	0	1	0
      819	2023-07-31 06:01:16	19	1	1	0
      819	2023-07-31 06:01:17	19	1	1	0
     1024	2023-07-31 06:01:53	19	1	1	0
     1024	2023-07-31 06:01:55	19	1	1	0
     1347	2023-07-31 06:09:07	19	1	1	0
     1347	2023-07-31 06:09:08	19	1	1	0
     2433	2023-07-31 06:47:41	19	0	1	0
     2433	2023-07-31 06:47:45	19	0	1	0
     2352	2023-07-31 07:10:16	19	0	1	0
     2352	2023-07-31 07:10:17	19	0	1	0
     2081	2023-07-31 07:14:19	19	0	1	0
     2081	2023-07-31 07:14:21	19	0	1	0
     2081	2023-07-31 07:14:55	19	0	1	0
     1575	2023-07-31 07:31:44	19	0	1	0
      460	2023-07-31 07:38:20	19	0	1	0
      460	2023-07-31 07:38:21	19	0	1	0
       70	2023-07-31 07:52:51	19	0	1	0
       70	2023-07-31 07:52:53	19	0	1	0
     1109	2023-07-31 08:05:49	19	0	1	0
     1109	2023-07-31 08:05:50	19	0	1	0
      724	2023-07-31 08:56:21	19	0	1	0
      724	2023-07-31 08:56:24	19	0	1	0
     2081	2023-07-31 12:04:07	19	1	1	0
     2081	2023-07-31 12:04:08	19	1	1	0
      460	2023-07-31 12:05:24	19	1	1	0
      460	2023-07-31 12:05:25	19	1	1	0
     2081	2023-07-31 12:36:51	19	0	1	0
     2081	2023-07-31 12:36:53	19	0	1	0
      460	2023-07-31 12:42:29	19	0	1	0
      460	2023-07-31 12:42:30	19	0	1	0
       81	2023-07-31 13:47:42	19	0	1	0
       81	2023-07-31 13:47:47	19	0	1	0
     1355	2023-07-31 14:00:19	19	0	1	0
     1355	2023-07-31 14:00:20	19	0	1	0
     1062	2023-07-31 14:04:03	19	1	1	0
     1062	2023-07-31 14:04:04	19	1	1	0
       93	2023-07-31 14:05:14	19	1	1	0
       93	2023-07-31 14:05:15	19	1	1	0
     2080	2023-07-31 14:05:58	19	1	1	0
     2080	2023-07-31 14:06:00	19	1	1	0
     2050	2023-07-31 14:07:57	19	1	1	0
     2050	2023-07-31 14:07:59	19	1	1	0
     1066	2023-07-31 14:33:19	19	1	1	0
     1066	2023-07-31 14:33:20	19	1	1	0
     2433	2023-07-31 16:14:55	19	1	1	0
     2433	2023-07-31 16:15:00	19	1	1	0
     1575	2023-07-31 16:15:31	19	1	1	0
      724	2023-07-31 17:02:28	19	4	1	0
      724	2023-07-31 17:02:30	19	4	1	0
